"ano"	"volume"	"tomo"	"url"
"2007"	"199"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=199_3"
"2007"	"200"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=200_1"
"2007"	"200"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=200_2"
"2007"	"200"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=200_3"
"2007"	"201"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=201_1"
"2007"	"201"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=201_2"
"2007"	"201"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=201_3"
"2007"	"202"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=202_1"
"2007"	"202"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=202_2"
"2007"	"202"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=202_3"
"2008"	"203"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=203_1"
"2008"	"203"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=203_2"
"2008"	"203"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=203_3"
"2008"	"204"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=204_1"
"2008"	"204"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=204_2"
"2008"	"204"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=204_3"
"2008"	"205"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=205_1"
"2008"	"205"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=205_2"
"2008"	"205"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=205_3"
"2008"	"206"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=206_1"
"2008"	"206"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=206_2"
"2008"	"206"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=206_3"
"2009"	"207"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=207_1"
"2009"	"207"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=207_2"
"2009"	"207"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=207_3"
"2009"	"208"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=208_1"
"2009"	"208"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=208_2"
"2009"	"208"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=208_3"
"2009"	"209"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=209_1"
"2009"	"209"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=209_2"
"2009"	"209"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=209_3"
"2009"	"210"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=210_1"
"2009"	"210"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=210_2"
"2009"	"210"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=210_3"
"2010"	"211"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=211_1"
"2010"	"212"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=212_1"
"2010"	"213"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=213_1"
"2010"	"214"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=214_1"
"2011"	"215"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=215_1"
"2011"	"216"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=216_1"
"2011"	"217"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=217_1"
"2011"	"218"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=218_1"
"2012"	"219"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=219_1"
"2012"	"220"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=220_1"
"2012"	"221"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=221_1"
"2012"	"222"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=222_1"
"2013"	"223"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=223_1"
"2013"	"224"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=224_1"
"2013"	"225"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=225_1"
"2013"	"225"	"2"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=225_2"
"2013"	"225"	"3"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=225_3"
"2013"	"225"	"4"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=225_4"
"2013"	"225"	"5"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=225_5"
"2013"	"226"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=226_1"
"2014"	"227"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=227_1"
"2014"	"228"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=228_1"
"2014"	"229"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=229_1"
"2014"	"230"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=230_1"
"2015"	"231"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=231_1"
"2015"	"232"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=232_1"
"2015"	"233"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=233_1"
"2015"	"234"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=234_1"
"2016"	"235"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=235_1"
"2016"	"236"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=236_1"
"2016"	"237"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=237_1"
"2016"	"238"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=238_1"
"2017"	"239"	"1"	"https://portal.stf.jus.br/indiceRtj/verPDF.asp?numPDF=239_1"
